Date,Close
12/12/2000,15329.59961
12/13/2000,15621.73047
12/14/2000,15496.99023
12/15/2000,14975.53027
12/18/2000,15024.53027
12/19/2000,15188.04004
12/20/2000,14930.71973
12/21/2000,14659.32031
12/22/2000,14738.20996
12/26/2000,14743.285155000001
12/27/2000,14748.36035
12/28/2000,14796.54981
12/29/2000,15095.53027
1/2/2001,14869.94043
1/3/2001,14589.580080000002
1/4/2001,15235.03027
1/5/2001,15447.61035
1/8/2001,15436.53027
1/9/2001,15500.58984
1/10/2001,15435.79004
1/11/2001,15090.76953
1/12/2001,15295.419919999998
1/16/2001,15363.15039
1/17/2001,15261.48047
1/18/2001,15528.75
1/19/2001,15933.54981
1/22/2001,16099.26953
1/23/2001,16044.20996
1/24/2001,16058.1125475
1/25/2001,16072.015135000001
1/26/2001,16085.917722500002
1/29/2001,16099.82031
1/30/2001,15893.07031
1/31/2001,16102.34961
2/1/2001,16163.99023
2/2/2001,16071.29004
2/5/2001,15830.83984
2/6/2001,15913.24023
2/7/2001,16049.46973
2/8/2001,15909.40039
2/9/2001,15873.28027
2/12/2001,15693.11035
2/13/2001,15842.71973
2/14/2001,15860.419919999998
2/15/2001,15756.37012
2/16/2001,15630.30957
2/20/2001,15527.36035
2/21/2001,15351.50977
2/22/2001,15098.63965
2/23/2001,15280.55957
2/26/2001,15230.21973
2/27/2001,14834.73047
2/28/2001,14787.87012
3/1/2001,14360.55957
3/2/2001,13966.42969
3/5/2001,14135.25977
3/6/2001,14321.04981
3/7/2001,14177.36035
3/8/2001,14208.9502
3/9/2001,14194.34961
3/12/2001,13776.71973
3/13/2001,13493.03027
3/14/2001,13330.83984
3/15/2001,13504.169919999998
3/16/2001,13522.04004
3/19/2001,13457.69043
3/20/2001,13223.86035
3/21/2001,13154.44043
3/22/2001,12621.84961
3/23/2001,12583.36035
3/26/2001,12950.49023
3/27/2001,12707.90039
3/28/2001,12851.41016
3/29/2001,12677.88965
3/30/2001,12760.63965
4/2/2001,12727.29981
4/3/2001,12584.21973
4/4/2001,12063.70996
4/5/2001,12225.160155000001
4/6/2001,12386.61035
4/9/2001,12202.09961
4/10/2001,12213.66992
4/11/2001,12706.42969
4/12/2001,12989.46973
4/16/2001,12797.959965
4/17/2001,12606.4502
4/18/2001,12972.79981
4/19/2001,13548.9502
4/20/2001,13448.12988
4/23/2001,13311.5
4/24/2001,13274.61035
4/25/2001,13249.54981
4/26/2001,13293.11035
4/27/2001,13386.04004
4/30/2001,13528.773436666666
5/1/2001,13671.506833333333
5/2/2001,13814.24023
5/3/2001,13718.13965
5/4/2001,13390.99023
5/7/2001,13600.78027
5/8/2001,13540.80957
5/9/2001,13585.13965
5/10/2001,13604.79981
5/11/2001,13636.61035
5/14/2001,13259.16992
5/15/2001,13250.08984
5/16/2001,13335.9502
5/17/2001,13637.87012
5/18/2001,13459.17969
5/21/2001,13721.26953
5/22/2001,13877.9502
5/23/2001,13839.09961
5/24/2001,13810.59961
5/25/2001,13753.99023
5/29/2001,13629.61035
5/30/2001,13420.12988
5/31/2001,13174.41016
6/1/2001,13141.37988
6/4/2001,13207.49023
6/5/2001,13451.87012
6/6/2001,13576.00977
6/7/2001,13703.42969
6/8/2001,13808.88965
6/11/2001,13675.49023
6/12/2001,13526.67969
6/13/2001,13523.30957
6/14/2001,13248.88965
6/15/2001,13102.5
6/18/2001,12948.78027
6/19/2001,13133.66016
6/20/2001,12918.70996
6/21/2001,13187.4502
6/22/2001,13174.01953
6/25/2001,13067.994630000001
6/26/2001,12961.96973
6/27/2001,13004.20996
6/28/2001,12827.82031
6/29/2001,13042.53027
7/2/2001,13113.640135
7/3/2001,13184.75
7/5/2001,12999.48047
7/6/2001,12845.08008
7/9/2001,12690.67969
7/10/2001,12713.90039
7/11/2001,12527.90039
7/12/2001,12660.2002
7/13/2001,12612.79004
7/16/2001,12624.53027
7/17/2001,12495.25
7/18/2001,12427.19043
7/19/2001,12279.82031
7/20/2001,12301.67969
7/23/2001,12236.4502
7/24/2001,12214.09961
7/25/2001,12126.95996
7/26/2001,12039.82031
7/27/2001,12182.16992
7/30/2001,12086.66016
7/31/2001,12316.69043
8/1/2001,12478.74023
8/2/2001,12466.37012
8/3/2001,12269.08008
8/6/2001,12148.80957
8/7/2001,12007.19043
8/8/2001,11958.00977
8/9/2001,11716.76953
8/10/2001,11765.80957
8/13/2001,11694.29004
8/14/2001,11991.00977
8/15/2001,12141.62988
8/16/2001,11832.44043
8/17/2001,11754.80957
8/20/2001,11458.7002
8/21/2001,11440.34961
8/22/2001,11188.57031
8/23/2001,11345.37988
8/24/2001,11110.29981
8/27/2001,11234.71973
8/28/2001,11300.53027
8/29/2001,11242.41016
8/30/2001,11315.62988
8/31/2001,11090.48047
9/4/2001,11136.86035
9/5/2001,10943.13965
9/6/2001,10664.32031
9/7/2001,10384.2002
9/10/2001,10366.32031
9/17/2001,9319.349609
9/18/2001,9307.900391
9/19/2001,9558.150391
9/20/2001,9317.980469
9/21/2001,8934.200195
9/24/2001,9284.5
9/25/2001,9210.05957
9/26/2001,9371.75
9/27/2001,9600.790039
9/28/2001,9950.700195
10/1/2001,9932.846679333334
10/2/2001,9914.993163666668
10/3/2001,9897.139648
10/4/2001,10286.38965
10/5/2001,10277.37988
10/8/2001,9967.830078
10/9/2001,10358.92969
10/10/2001,10298.24023
10/11/2001,10522.61035
10/12/2001,10274.12988
10/15/2001,10130.58984
10/16/2001,10148.49023
10/17/2001,10260.80957
10/18/2001,9880.610352
10/19/2001,9825.839844
10/22/2001,9797.540039
10/23/2001,10219.83984
10/24/2001,10243.45996
10/25/2001,10243.45996
10/26/2001,10404.74023
10/29/2001,10178.08984
10/30/2001,10076.42969
10/31/2001,10073.96973
11/1/2001,10158.84961
11/2/2001,10186.05957
11/5/2001,10430.71973
11/6/2001,10356.04981
11/7/2001,10269.79004
11/8/2001,10538.62012
11/9/2001,10609.25
11/12/2001,10592.4502
11/13/2001,10662.83984
11/14/2001,10950.04004
11/15/2001,11239.38965
11/16/2001,11287.37012
11/19/2001,11360.25977
11/20/2001,11225.79004
11/21/2001,11173.91992
11/23/2001,11322.36035
11/26/2001,11391.95996
11/27/2001,11261.54004
11/28/2001,11066.19043
11/29/2001,11090.74023
11/30/2001,11279.25
12/3/2001,11155.15039
12/4/2001,11427.28027
12/5/2001,11678.44043
12/6/2001,11745.83984
12/7/2001,11832.17969
12/10/2001,11784.91992
12/11/2001,11693.04981
12/12/2001,11847.05957
12/13/2001,11529.54004
12/14/2001,11466.11035
12/17/2001,11465.78027
12/18/2001,11486.92969
12/19/2001,11565.23047
12/20/2001,11601.13965
12/21/2001,11158.09961
12/24/2001,11209.78027
12/26/2001,11284.640135
12/27/2001,11359.5
12/28/2001,11431.58984
12/31/2001,11397.20996
1/2/2002,11350.84961
1/3/2002,11423.51953
1/4/2002,11702.15039
1/7/2002,11892.63965
1/8/2002,11713.70996
1/9/2002,11440.71973
1/10/2002,11256.07031
1/11/2002,11166.45996
1/14/2002,11209.42969
1/15/2002,11013.58984
1/16/2002,10964.08984
1/17/2002,11013.83984
1/18/2002,10972.95996
1/22/2002,10797.69043
1/23/2002,10762.13965
1/24/2002,10741.45996
1/25/2002,10772.95996
1/28/2002,10767.45996
1/29/2002,11014.24023
1/30/2002,10756.95996
1/31/2002,10725.29981
2/1/2002,10691.25
2/4/2002,10721.32031
2/5/2002,10609.19043
2/6/2002,10592.38965
2/7/2002,10409.67969
2/8/2002,10518.99023
2/11/2002,10832.74023
2/12/2002,10865.025142499999
2/13/2002,10897.310054999998
2/14/2002,10929.594967499997
2/15/2002,10961.87988
2/19/2002,10840.49023
2/20/2002,10749.05957
2/21/2002,10788.90039
2/22/2002,10664.94043
2/25/2002,10496.01953
2/26/2002,10547.12988
2/27/2002,10648.70996
2/28/2002,10482.54981
3/1/2002,10425.30957
3/4/2002,10704.12012
3/5/2002,10985.83984
3/6/2002,11003.0
3/7/2002,11188.07031
3/8/2002,11233.23047
3/11/2002,11318.87012
3/12/2002,11273.86035
3/13/2002,11217.5
3/14/2002,11303.7002
3/15/2002,11210.25
3/18/2002,11230.63965
3/19/2002,11222.83008
3/20/2002,11036.59961
3/21/2002,10829.73047
3/22/2002,10863.07031
3/25/2002,10836.63965
3/26/2002,10786.91992
3/27/2002,10987.87988
3/28/2002,11032.91992
4/1/2002,10955.47998
4/2/2002,10878.04004
4/3/2002,10833.95996
4/4/2002,10831.37012
4/5/2002,10777.524905
4/8/2002,10723.67969
4/9/2002,10733.69043
4/10/2002,10643.13965
4/11/2002,10744.91016
4/12/2002,10710.48047
4/15/2002,10727.98047
4/16/2002,10788.53027
4/17/2002,11090.58008
4/18/2002,11217.15039
4/19/2002,11252.17969
4/22/2002,11139.41992
4/23/2002,11345.17969
4/24/2002,11396.57031
4/25/2002,11409.29004
4/26/2002,11385.08008
4/29/2002,11361.49023
4/30/2002,11497.58008
5/1/2002,11638.845215000001
5/2/2002,11780.11035
5/3/2002,11797.21973
5/6/2002,11736.2002
5/7/2002,11795.98047
5/8/2002,11768.30957
5/9/2002,11700.75977
5/10/2002,11645.90039
5/13/2002,11733.42969
5/14/2002,11690.30957
5/15/2002,11838.36035
5/16/2002,11832.76953
5/17/2002,11974.61035
5/20/2002,11863.950195000001
5/21/2002,11753.29004
5/22/2002,11795.2002
5/23/2002,11624.75
5/24/2002,11626.78027
5/28/2002,11581.58008
5/29/2002,11430.66016
5/30/2002,11380.61035
5/31/2002,11301.94043
6/3/2002,11359.79981
6/4/2002,11312.54981
6/5/2002,11402.37988
6/6/2002,11380.76953
6/7/2002,11284.70996
6/10/2002,11288.83984
6/11/2002,11215.01953
6/12/2002,11147.96973
6/13/2002,11119.33008
6/14/2002,10955.51953
6/17/2002,10832.25977
6/18/2002,10852.04004
6/19/2002,10673.11035
6/20/2002,10754.41016
6/21/2002,10591.86035
6/24/2002,10657.33984
6/25/2002,10608.98047
6/26/2002,10355.91992
6/27/2002,10518.08984
6/28/2002,10598.54981
7/1/2002,10545.15479
7/2/2002,10491.75977
7/3/2002,10579.19043
7/5/2002,10806.16016
7/8/2002,10803.4502
7/9/2002,10843.15039
7/10/2002,10787.54004
7/11/2002,10558.80957
7/12/2002,10648.29981
7/15/2002,10581.66016
7/16/2002,10421.49023
7/17/2002,10335.12012
7/18/2002,10452.54981
7/19/2002,10325.45996
7/22/2002,10110.25
7/23/2002,10313.88965
7/24/2002,9971.990234
7/25/2002,9884.780273
7/26/2002,9773.120117
7/29/2002,9975.990234
7/30/2002,10155.25
7/31/2002,10267.36035
8/1/2002,10180.01953
8/2/2002,9991.719727
8/5/2002,9862.330078
8/6/2002,9700.69043
8/7/2002,9977.740234
8/8/2002,9962.240234
8/9/2002,10014.05957
8/12/2002,9959.919922
8/13/2002,10100.05957
8/14/2002,9961.349609
8/15/2002,10219.70996
8/16/2002,10265.04004
8/19/2002,10246.95996
8/20/2002,10408.00977
8/21/2002,10402.25977
8/22/2002,10424.0
8/23/2002,10245.69043
8/26/2002,10226.33008
8/27/2002,10185.51953
8/28/2002,10130.25
8/29/2002,10061.15039
8/30/2002,10043.87012
9/3/2002,9790.679688
9/4/2002,9820.330078
9/5/2002,9726.030273
9/6/2002,9720.860352
9/9/2002,9723.669922
9/10/2002,9885.769531
9/11/2002,9882.349609
9/12/2002,9896.330078
9/13/2002,9650.969727
9/16/2002,9505.129883
9/17/2002,9707.25
9/18/2002,9474.070313
9/19/2002,9427.790039
9/20/2002,9328.219727
9/23/2002,9314.870117
9/24/2002,9197.679688
9/25/2002,9124.910156
9/26/2002,9270.709961
9/27/2002,9294.459961
9/30/2002,9072.209961
10/1/2002,9090.779785
10/2/2002,9109.349609
10/3/2002,8984.320313
10/4/2002,9051.370117
10/7/2002,8931.400391
10/8/2002,8977.410156
10/9/2002,8977.349609
10/10/2002,8858.69043
10/11/2002,8965.730469
10/14/2002,9151.0600585
10/15/2002,9336.389648
10/16/2002,9459.139648
10/17/2002,9576.150391
10/18/2002,9613.070313
10/21/2002,9570.360352
10/22/2002,9548.94043
10/23/2002,9804.650391
10/24/2002,9787.490234
10/25/2002,9722.540039
10/28/2002,9853.740234
10/29/2002,9634.669922
10/30/2002,9560.459961
10/31/2002,9441.25
11/1/2002,9407.679688
11/4/2002,9720.830078
11/5/2002,9655.360352
11/6/2002,9773.980469
11/7/2002,9844.379883
11/8/2002,9770.679688
11/11/2002,9580.879883
11/12/2002,9613.839844
11/13/2002,9616.620117
11/14/2002,9740.839844
11/15/2002,9865.650391
11/18/2002,9920.089844
11/19/2002,9965.030273
11/20/2002,9971.150391
11/21/2002,10003.54004
11/22/2002,10065.32031
11/25/2002,10100.76953
11/26/2002,9995.519531
11/27/2002,9944.589844
11/29/2002,10069.87012
12/2/2002,10205.16016
12/3/2002,10227.00977
12/4/2002,9995.730469
12/5/2002,10009.87988
12/6/2002,9973.75
12/9/2002,9868.480469
12/10/2002,9857.990234
12/11/2002,9784.570313
12/12/2002,9813.780273
12/13/2002,9728.429688
12/16/2002,9656.459961
12/17/2002,9715.740234
12/18/2002,9548.650391
12/19/2002,9557.860352
12/20/2002,9628.69043
12/23/2002,9570.929688
12/24/2002,9561.629883
12/26/2002,9503.444824499999
12/27/2002,9445.259766
12/30/2002,9272.330078
12/31/2002,9321.290039
1/2/2003,9365.519531
1/3/2003,9583.849609
1/6/2003,9665.959961
1/7/2003,9652.400391
1/8/2003,9688.209961
1/9/2003,9675.410156
1/10/2003,9721.5
1/13/2003,9834.080078
1/14/2003,9796.30957
1/15/2003,9873.490234
1/16/2003,9743.230469
1/17/2003,9614.589844
1/21/2003,9568.469727
1/22/2003,9560.290039
1/23/2003,9584.700195
1/24/2003,9460.599609
1/27/2003,9298.669922
1/28/2003,9325.599609
1/29/2003,9240.790039
1/30/2003,9258.950195
1/31/2003,9256.870117
2/3/2003,9254.790039000001
2/4/2003,9252.709961
2/5/2003,9180.469727
2/6/2003,9126.150391
2/7/2003,9150.950195
2/10/2003,9232.139648
2/11/2003,9194.910156
2/12/2003,9314.900391
2/13/2003,9173.429688
2/14/2003,9201.759766
2/18/2003,9397.049805
2/19/2003,9427.629883
2/20/2003,9390.480469
2/21/2003,9250.860352
2/24/2003,9239.469727
2/25/2003,9148.480469
2/26/2003,9116.280273
2/27/2003,9134.240234
2/28/2003,9122.660156
3/3/2003,9268.769531
3/4/2003,9181.889648
3/5/2003,9109.179688
3/6/2003,8962.259766
3/7/2003,8907.099609
3/10/2003,8861.870117
3/11/2003,8859.929688
3/12/2003,8874.990234
3/13/2003,8787.450195
3/14/2003,8956.169922
3/17/2003,8804.160156
3/18/2003,9041.509766
3/19/2003,9158.589844
3/20/2003,9194.55957
3/21/2003,9179.19043
3/24/2003,9108.450195
3/25/2003,9062.150391
3/26/2003,9047.089844
3/27/2003,8872.320313
3/28/2003,8863.360352
3/31/2003,8634.450195
4/1/2003,8596.889648
4/2/2003,8706.19043
4/3/2003,8648.160156
4/4/2003,8822.450195
4/7/2003,8962.209961
4/8/2003,8806.660156
4/9/2003,8636.849609
4/10/2003,8625.719727
4/11/2003,8645.650391
4/14/2003,8533.549805
4/15/2003,8632.099609
4/16/2003,8675.139648
4/17/2003,8579.139648
4/21/2003,8575.524902000001
4/22/2003,8571.910156
4/23/2003,8519.599609
4/24/2003,8442.110352
4/25/2003,8409.009766
4/28/2003,8435.040039
4/29/2003,8744.219727
4/30/2003,8717.219727
5/1/2003,8762.6997075
5/2/2003,8808.179688
5/5/2003,8916.490234
5/6/2003,8889.219727
5/7/2003,8901.049805
5/8/2003,8992.6049805
5/9/2003,9084.160156
5/12/2003,9155.570313
5/13/2003,9119.040039
5/14/2003,9103.69043
5/15/2003,9126.070313
5/16/2003,9093.179688
5/19/2003,9087.370117
5/20/2003,9050.400391
5/21/2003,9059.799805
5/22/2003,9131.490234
5/23/2003,9303.730469
5/27/2003,9420.80957
5/28/2003,9510.620117
5/29/2003,9508.549805
5/30/2003,9487.379883
6/2/2003,9637.530273
6/3/2003,9662.820313
6/4/2003,9650.9150395
6/5/2003,9639.009766
6/6/2003,9694.629883
6/9/2003,9733.509766
6/10/2003,9703.719727
6/11/2003,9662.05957
6/12/2003,9736.839844
6/13/2003,9855.639648
6/16/2003,9862.280273
6/17/2003,10030.37012
6/18/2003,9970.299805
6/19/2003,9980.110352
6/20/2003,9930.30957
6/23/2003,9734.290039
6/24/2003,9629.349609
6/25/2003,9628.990234
6/26/2003,9606.110352
6/27/2003,9657.209961
6/30/2003,9577.120117
7/1/2003,9589.870117
7/2/2003,9602.620117
7/3/2003,9646.099609
7/7/2003,9892.400391
7/8/2003,9992.870117
7/9/2003,10027.41016
7/10/2003,9983.30957
7/11/2003,9911.5
7/14/2003,10122.40039
7/15/2003,10135.54981
7/16/2003,10207.16992
7/17/2003,10096.71973
7/18/2003,10140.83984
7/21/2003,10102.86035
7/22/2003,10008.70996
7/23/2003,9900.55957
7/24/2003,9923.139648
7/25/2003,9939.200195
7/28/2003,10134.87988
7/29/2003,10198.59961
7/30/2003,10121.21973
7/31/2003,10134.83008
8/1/2003,10248.59961
8/4/2003,10183.13965
8/5/2003,10177.37988
8/6/2003,9987.540039
8/7/2003,9958.049805
8/8/2003,9945.219727
8/11/2003,10093.54004
8/12/2003,10184.16992
8/13/2003,10301.46973
8/14/2003,10374.01953
8/15/2003,10424.55957
8/18/2003,10525.04004
8/19/2003,10509.29004
8/20/2003,10475.33008
8/21/2003,10643.62988
8/22/2003,10760.73047
8/25/2003,10764.21973
8/26/2003,10753.92969
8/27/2003,10678.54981
8/28/2003,10760.12012
8/29/2003,10908.99023
9/2/2003,10939.94043
9/3/2003,11102.36035
9/4/2003,11138.62012
9/5/2003,11170.61035
9/8/2003,11165.28027
9/9/2003,11046.82031
9/10/2003,10810.30957
9/11/2003,10883.51953
9/12/2003,10938.125
9/15/2003,10992.73047
9/16/2003,11071.37988
9/17/2003,11140.04981
9/18/2003,11069.21973
9/19/2003,10968.41992
9/22/2003,10873.26953
9/23/2003,10944.36035
9/24/2003,11295.88965
9/25/2003,11286.51953
9/26/2003,11290.15039
9/29/2003,11141.28027
9/30/2003,11229.87012
10/1/2003,11387.99512
10/2/2003,11546.12012
10/3/2003,11608.71973
10/6/2003,11734.48047
10/7/2003,11723.91992
10/8/2003,11720.79981
10/9/2003,11800.37012
10/10/2003,11935.83008
10/13/2003,11961.96973
10/14/2003,11856.01953
10/15/2003,12056.17969
10/16/2003,12027.57031
10/17/2003,12044.49023
10/20/2003,12147.88965
10/21/2003,12250.69043
10/22/2003,12238.62988
10/23/2003,11737.17969
10/24/2003,11736.37012
10/27/2003,11749.71973
10/28/2003,12091.87988
10/29/2003,12130.50977
10/30/2003,12143.34961
10/31/2003,12190.09961
11/3/2003,12386.80957
11/4/2003,12440.71973
11/5/2003,12438.91992
11/6/2003,12150.08984
11/7/2003,12215.16992
11/10/2003,12156.67969
11/11/2003,12003.62012
11/12/2003,11971.48047
11/13/2003,12227.57031
11/14/2003,12203.53027
11/17/2003,11997.01953
11/18/2003,12027.25977
11/19/2003,11872.99023
11/20/2003,11845.41016
11/21/2003,11839.79981
11/24/2003,11848.55957
11/25/2003,12008.07031
11/26/2003,12086.66992
11/28/2003,12317.46973
12/1/2003,12456.99023
12/2/2003,12412.23047
12/3/2003,12361.17969
12/4/2003,12342.65039
12/5/2003,12314.73047
12/8/2003,12177.44043
12/9/2003,12393.63965
12/10/2003,12398.37988
12/11/2003,12554.58008
12/12/2003,12594.41992
12/15/2003,12520.16992
12/16/2003,12260.33008
12/17/2003,12193.12012
12/18/2003,12240.25
12/19/2003,12371.75
12/22/2003,12487.99023
12/23/2003,12420.50977
12/24/2003,12456.7002
12/26/2003,12460.49512
12/29/2003,12464.29004
12/30/2003,12526.74023
12/31/2003,12575.94043
1/2/2004,12801.48047
1/5/2004,13005.33008
1/6/2004,13036.32031
1/7/2004,13157.67969
1/8/2004,13203.58984
1/9/2004,13385.79981
1/12/2004,13352.21973
1/13/2004,13396.65039
1/14/2004,13320.87988
1/15/2004,13249.80957
1/16/2004,13167.75977
1/20/2004,13570.42969
1/21/2004,13750.580080000002
1/22/2004,13742.809896666668
1/23/2004,13735.039713333334
1/26/2004,13727.26953
1/27/2004,13761.87988
1/28/2004,13431.78027
1/29/2004,13334.00977
1/30/2004,13289.37012
2/2/2004,12999.98047
2/3/2004,13090.00977
2/4/2004,13086.73047
2/5/2004,13030.94043
2/6/2004,13309.59961
2/9/2004,13576.67969
2/10/2004,13515.66016
2/11/2004,13524.75977
2/12/2004,13625.12988
2/13/2004,13739.79981
2/17/2004,13815.44043
2/18/2004,13928.37988
2/19/2004,13867.21973
2/20/2004,13868.37012
2/23/2004,13765.07031
2/24/2004,13756.41016
2/25/2004,13599.46973
2/26/2004,13674.63965
2/27/2004,13907.03027
3/1/2004,13918.65039
3/2/2004,13731.34961
3/3/2004,13454.08984
3/4/2004,13451.55957
3/5/2004,13454.75977
3/8/2004,13573.54004
3/9/2004,13397.25
3/10/2004,13214.2002
3/11/2004,13024.05957
3/12/2004,12932.23047
3/15/2004,12919.41016
3/16/2004,12932.62012
3/17/2004,12975.71973
3/18/2004,12816.19043
3/19/2004,12790.58008
3/22/2004,12550.91016
3/23/2004,12588.36035
3/24/2004,12678.12988
3/25/2004,12520.20996
3/26/2004,12483.24023
3/29/2004,12427.33984
3/30/2004,12641.38965
3/31/2004,12681.66992
4/1/2004,12676.25
4/2/2004,12731.75977
4/5/2004,12809.36475
4/6/2004,12886.96973
4/7/2004,12920.04981
4/8/2004,12909.37012
4/12/2004,12970.589844999999
